Age,Gender,Income,Expenses,Company,Experience,Eligibility
37,m,93047,62341.49,Rank 3,17,yes
25,m,90330,64134.3,Rank 2,5,no
36,m,82159,67370.38,Rank 1,16,yes
33,f,99063,51512.76,Rank 2,13,yes
29,m,88574,76173.64,Rank 2,9,yes
47,f,89115,66836.25,Rank 3,27,no
38,f,82084,66488.04,Rank 3,18,yes
52,f,58140,36628.2,Rank 3,32,no
21,f,24307,18230.25,Rank 1,1,no
65,f,61460,34417.6,Rank 1,45,yes
20,m,28535,21401.25,Rank 2,0,no
54,m,44940,36850.8,Rank 2,34,no
49,m,124423,84607.64,Rank 3,29,no
38,f,33474,19414.92,Rank 2,18,yes
31,f,89400,44700,Rank 3,11,yes
52,m,49652,29791.2,Rank 2,32,no
28,f,97283,92418.85,Rank 2,8,no
30,f,90765,67166.1,Rank 2,10,yes
32,m,49758,30849.96,Rank 2,12,yes
52,m,137479,131979.84,Rank 3,32,no
39,m,57534,43150.5,Rank 2,19,yes
27,m,35461,28723.41,Rank 2,7,yes
29,f,31291,24094.07,Rank 3,9,yes
59,f,91301,73953.81,Rank 3,39,no
33,m,55524,53303.04,Rank 1,13,no
20,f,26310,13944.3,Rank 2,0,no
24,f,47806,29161.66,Rank 3,4,no
64,f,139124,87648.12,Rank 3,44,no
61,f,51892,30616.28,Rank 1,41,yes
29,f,36977,31060.68,Rank 3,9,yes
41,m,65666,51219.48,Rank 3,21,yes
24,m,49015,33820.35,Rank 1,4,yes
59,f,66621,55961.64,Rank 1,39,yes
30,m,69184,49120.64,Rank 2,10,yes
25,m,68154,41573.94,Rank 1,5,yes
27,f,49109,30938.67,Rank 1,7,yes
30,m,59697,31639.41,Rank 2,10,yes
25,m,86228,82778.88,Rank 2,5,no
41,m,62974,36524.92,Rank 1,21,yes
56,m,112725,92434.5,Rank 2,36,no
47,f,77512,73636.4,Rank 3,27,no
23,m,43362,40326.66,Rank 3,3,no
21,f,21776,15243.2,Rank 3,1,no
22,m,43846,35953.72,Rank 2,2,no
26,f,58182,50036.52,Rank 3,6,yes
43,m,58958,29479,Rank 1,23,yes
32,m,67968,67968,Rank 2,12,no
53,f,57149,31431.95,Rank 2,33,no
52,m,88748,69223.44,Rank 2,32,no
53,m,49197,47721.09,Rank 1,33,no
34,f,29546,15068.46,Rank 3,14,yes
63,m,66506,49214.44,Rank 3,43,no
41,f,50391,47871.45,Rank 1,21,no
38,f,74643,71657.28,Rank 2,18,no
32,m,81794,73614.6,Rank 1,12,yes
23,m,38690,26696.1,Rank 3,3,no
49,f,124170,79468.8,Rank 1,29,yes
64,m,96436,53039.8,Rank 2,44,no
42,m,29056,19176.96,Rank 2,22,yes
53,m,131455,113051.3,Rank 1,33,yes
39,f,87010,66127.6,Rank 3,19,yes
46,f,129441,119085.72,Rank 1,26,yes
30,m,41261,25994.43,Rank 3,10,yes
36,f,53765,39786.1,Rank 2,16,yes
50,m,71871,67558.74,Rank 1,30,no
23,f,48484,43150.76,Rank 1,3,no
57,m,94691,91850.27,Rank 3,37,no
32,f,43434,38221.92,Rank 1,12,yes
24,f,19784,10881.2,Rank 3,4,no
36,m,71314,67748.3,Rank 2,16,no
23,f,49137,39309.6,Rank 2,3,no
65,m,58677,48701.91,Rank 3,45,no
30,f,50228,33150.48,Rank 3,10,yes
35,f,56601,29432.52,Rank 2,15,yes
55,f,100038,72027.36,Rank 2,35,no
22,m,27759,24427.92,Rank 2,2,no
59,f,49257,31031.91,Rank 2,39,no
42,f,66853,49471.22,Rank 2,22,yes
33,m,48780,46828.8,Rank 2,13,no
54,m,124934,79957.76,Rank 2,34,no
24,m,48669,48669,Rank 2,4,no
38,m,26895,18826.5,Rank 3,18,yes
64,f,73635,51544.5,Rank 2,44,no
23,m,43210,25926,Rank 1,3,yes
28,m,32776,28187.36,Rank 3,8,no
53,f,143830,139515.1,Rank 3,33,no
34,f,82776,81948.24,Rank 3,14,no
44,f,45634,34225.5,Rank 1,24,yes
43,f,58645,53366.95,Rank 3,23,yes
48,f,59815,40674.2,Rank 2,28,no
36,m,55605,55048.95,Rank 1,16,no
65,f,123478,67912.9,Rank 2,45,no
65,m,62407,39940.48,Rank 2,45,no
64,f,142710,112740.9,Rank 3,44,no
26,m,31710,30441.6,Rank 3,6,no
23,f,41142,21393.84,Rank 3,3,no
31,f,98488,91593.84,Rank 2,11,yes
24,m,46758,36938.82,Rank 1,4,no
28,m,53201,50008.94,Rank 3,8,no
55,m,91797,70683.69,Rank 3,35,no
53,m,105301,103194.98,Rank 2,33,no
37,m,44876,43080.96,Rank 1,17,no
36,m,30518,26855.84,Rank 3,16,no
32,m,30235,26002.1,Rank 2,12,no
45,f,138299,73298.47,Rank 3,25,yes
27,m,82436,52759.04,Rank 1,7,yes
31,f,32719,28792.72,Rank 2,11,no
26,m,89704,79836.56,Rank 3,6,yes
23,f,17183,13918.23,Rank 1,3,no
26,f,72738,72738,Rank 3,6,no
46,f,60237,46984.86,Rank 3,26,no
63,m,141311,114461.91,Rank 3,43,no
30,f,89350,58077.5,Rank 2,10,yes
29,m,65413,40556.06,Rank 3,9,yes
34,m,57604,32258.24,Rank 1,14,yes
40,f,91124,59230.6,Rank 2,20,yes
40,m,29375,21737.5,Rank 3,20,yes
55,f,51573,48478.62,Rank 1,35,no
30,m,25600,25344,Rank 3,10,no
53,f,140375,92647.5,Rank 3,33,no
25,m,25270,12887.7,Rank 3,5,no
51,m,79524,58847.76,Rank 1,31,yes
37,f,35892,21176.28,Rank 3,17,yes
49,f,67125,51686.25,Rank 3,29,no
43,f,34600,28372,Rank 2,23,yes
40,m,26704,22164.32,Rank 2,20,no
22,f,25622,20241.38,Rank 1,2,no
49,m,80308,67458.72,Rank 3,29,no
42,f,41264,39200.8,Rank 3,22,no
21,m,48276,41034.6,Rank 3,1,no
25,f,85407,73450.02,Rank 1,5,yes
51,f,132985,97079.05,Rank 2,31,no
59,f,54935,54385.65,Rank 3,39,no
45,f,72781,40029.55,Rank 3,25,yes
20,m,25429,18308.88,Rank 1,0,no
43,f,62004,42162.72,Rank 2,23,yes
34,m,92618,76872.94,Rank 2,14,yes
45,m,111663,94913.55,Rank 1,25,yes
59,m,85894,54113.22,Rank 1,39,yes
64,m,38939,20248.28,Rank 3,44,no
65,f,93569,66433.99,Rank 1,45,yes
53,m,109231,58984.74,Rank 3,33,no
56,m,52788,41702.52,Rank 1,36,yes
60,m,128306,106493.98,Rank 3,40,no
58,m,117946,109689.78,Rank 1,38,yes
28,f,70329,47823.72,Rank 2,8,yes
39,f,69703,49489.13,Rank 2,19,yes
27,m,57287,54995.52,Rank 3,7,no
59,f,118165,86260.45,Rank 3,39,no
45,m,89699,56510.37,Rank 2,25,yes
29,f,72636,55929.72,Rank 2,9,yes
23,m,19015,15021.85,Rank 3,3,no
26,m,66575,59251.75,Rank 1,6,yes
57,m,68738,53615.64,Rank 3,37,no
51,f,46520,26516.4,Rank 1,31,yes
31,f,58465,32740.4,Rank 3,11,yes
41,m,86223,65529.48,Rank 1,21,yes
36,m,56182,51687.44,Rank 2,16,no
23,m,27784,25283.44,Rank 2,3,no
38,m,50496,32317.44,Rank 3,18,yes
51,f,38947,38557.53,Rank 2,31,no
48,f,54469,29413.26,Rank 3,28,no
22,f,46746,39266.64,Rank 1,2,no
39,m,48499,37829.22,Rank 3,19,yes
34,f,35695,21060.05,Rank 2,14,yes
54,m,53844,26922,Rank 3,34,no
24,f,33882,17279.82,Rank 3,4,no
21,f,30489,19512.96,Rank 2,1,no
51,m,59774,30484.74,Rank 1,31,yes
33,f,29675,29378.25,Rank 3,13,no
24,m,39680,31744,Rank 1,4,no
44,f,40198,39394.04,Rank 3,24,no
60,f,79897,55927.9,Rank 3,40,no
22,f,28216,22008.48,Rank 3,2,no
62,f,145228,90041.36,Rank 2,42,no
63,m,118734,100923.9,Rank 1,43,yes
32,f,61393,38677.59,Rank 1,12,yes
55,f,134845,115966.7,Rank 3,35,no
43,m,66387,52445.73,Rank 3,23,yes
20,f,36523,32140.24,Rank 1,0,no
30,f,96558,84005.46,Rank 3,10,yes
51,m,41476,28618.44,Rank 3,31,no
42,f,27830,25047,Rank 3,22,no
34,m,77118,75575.64,Rank 2,14,no
24,f,38789,36461.66,Rank 1,4,no
26,f,61182,36097.38,Rank 2,6,yes
29,f,79616,50158.08,Rank 3,9,yes
52,m,48837,33697.53,Rank 3,32,no
43,f,82855,46398.8,Rank 2,23,yes
34,m,85241,59668.7,Rank 1,14,yes
64,f,92799,57535.38,Rank 2,44,no
33,f,63482,49515.96,Rank 1,13,yes
39,f,47915,46956.7,Rank 1,19,no
43,m,80310,74688.3,Rank 1,23,yes
61,m,110925,74319.75,Rank 2,41,no
46,m,116052,63828.6,Rank 3,26,no
35,f,79701,62166.78,Rank 1,15,yes
21,m,44649,36165.69,Rank 3,1,no
44,f,89471,89471,Rank 1,24,no
42,m,57819,52037.1,Rank 2,22,yes
52,m,123153,93596.28,Rank 3,32,no
23,f,40012,37211.16,Rank 3,3,no
48,f,59049,43105.77,Rank 3,28,no
37,m,83597,45978.35,Rank 2,17,yes
63,f,144582,93978.3,Rank 3,43,no
30,m,71003,56802.4,Rank 2,10,yes
27,m,55330,50350.3,Rank 3,7,no
51,f,99290,77446.2,Rank 3,31,no
22,m,46401,27840.6,Rank 3,2,no
42,f,94729,61573.85,Rank 2,22,yes
22,m,21566,18762.42,Rank 2,2,no
61,m,132077,130756.23,Rank 3,41,no
41,f,41939,22227.67,Rank 1,21,yes
58,f,149948,124456.84,Rank 2,38,no
32,f,97293,79780.26,Rank 3,12,yes
32,f,58437,52593.3,Rank 1,12,yes
47,m,131769,93555.99,Rank 1,27,yes
62,m,93320,56925.2,Rank 1,42,yes
31,m,44078,38788.64,Rank 1,11,yes
40,f,75229,61687.78,Rank 3,20,yes
48,m,75162,66894.18,Rank 1,28,yes
28,f,51616,43357.44,Rank 1,8,yes
55,m,133947,108497.07,Rank 3,35,no
37,f,84251,70770.84,Rank 1,17,yes
33,m,58955,53649.05,Rank 3,13,yes
24,m,47259,45368.64,Rank 2,4,no
37,m,48876,38123.28,Rank 2,17,yes
51,f,116195,60421.4,Rank 2,31,no
47,m,107591,63478.69,Rank 2,27,no
26,m,28370,18156.8,Rank 1,6,yes
36,m,87398,66422.48,Rank 2,16,yes
31,m,98402,53137.08,Rank 2,11,yes
23,m,40360,34306,Rank 2,3,no
32,m,58661,43409.14,Rank 3,12,yes
39,m,35482,26966.32,Rank 3,19,yes
51,f,41940,31874.4,Rank 3,31,no
30,f,83367,51687.54,Rank 1,10,yes
60,f,57727,55995.19,Rank 3,40,no
26,f,28810,20743.2,Rank 2,6,yes
62,m,78768,74829.6,Rank 2,42,no
65,f,95506,85955.4,Rank 2,45,no
30,m,37076,25211.68,Rank 3,10,yes
25,m,55718,39002.6,Rank 1,5,yes
61,f,100386,71274.06,Rank 3,41,no
62,m,93616,83318.24,Rank 3,42,no
59,m,51335,35934.5,Rank 2,39,no
30,f,44973,24735.15,Rank 2,10,yes
41,m,61618,46829.68,Rank 2,21,yes
41,m,78511,54172.59,Rank 2,21,yes
33,f,42659,36686.74,Rank 1,13,yes
39,m,58272,43121.28,Rank 2,19,yes
29,f,31813,19087.8,Rank 2,9,yes
47,f,124463,63476.13,Rank 2,27,no
64,f,37669,21094.64,Rank 3,44,no
30,f,28211,14387.61,Rank 1,10,yes
25,f,68146,42931.98,Rank 2,5,no
48,m,142688,134126.72,Rank 3,28,no
31,f,83828,47781.96,Rank 2,11,yes
49,m,66681,48677.13,Rank 2,29,no
59,f,103006,63863.72,Rank 3,39,no
30,f,81682,58811.04,Rank 3,10,yes
37,m,97072,65038.24,Rank 2,17,yes
32,f,80696,55680.24,Rank 3,12,yes
58,f,115998,103238.22,Rank 3,38,no
37,m,37896,36380.16,Rank 1,17,no
49,f,116871,99340.35,Rank 1,29,yes
41,f,51076,32688.64,Rank 2,21,yes
31,m,90521,59743.86,Rank 3,11,yes
50,f,76411,64185.24,Rank 3,30,no
53,m,54436,41371.36,Rank 1,33,yes
46,f,39633,20609.16,Rank 1,26,yes
40,f,29543,15066.93,Rank 3,20,yes
59,f,39539,27281.91,Rank 2,39,no
48,m,128552,91271.92,Rank 3,28,no
33,m,50904,26979.12,Rank 3,13,yes
36,m,85998,71378.34,Rank 2,16,yes
45,m,114926,64358.56,Rank 1,25,yes
65,f,115649,111023.04,Rank 3,45,no
22,m,16776,15769.44,Rank 2,2,no
59,f,105670,78195.8,Rank 2,39,no
24,m,20111,14077.7,Rank 2,4,no
61,m,91692,79772.04,Rank 2,41,no
46,m,145572,109179,Rank 2,26,no
47,m,105040,75628.8,Rank 3,27,no
26,m,26672,22137.76,Rank 3,6,no
47,m,47334,41653.92,Rank 3,27,no
53,m,48730,47755.4,Rank 2,33,no
20,m,26180,23300.2,Rank 3,0,no
50,f,82647,58679.37,Rank 1,30,yes
25,m,53197,44685.48,Rank 2,5,no
54,m,129936,83159.04,Rank 1,34,yes
49,m,124341,101959.62,Rank 2,29,no
27,f,95131,54224.67,Rank 1,7,yes
31,f,65058,34480.74,Rank 1,11,yes
51,m,107201,86832.81,Rank 1,31,yes
34,f,93292,85828.64,Rank 3,14,yes
38,f,43573,28758.18,Rank 2,18,yes
29,m,48816,39052.8,Rank 1,9,yes
38,f,27791,21399.07,Rank 3,18,yes
28,m,94433,78379.39,Rank 3,8,yes
30,f,47307,35007.18,Rank 2,10,yes
62,m,130732,66673.32,Rank 3,42,no
37,m,98124,66724.32,Rank 2,17,yes
60,f,85029,85029,Rank 1,40,no
44,f,32160,23476.8,Rank 2,24,yes
40,f,46054,34079.96,Rank 3,20,yes
20,f,44862,28263.06,Rank 3,0,no
28,m,37594,33082.72,Rank 1,8,no
51,f,146253,144790.47,Rank 2,31,no
34,f,60765,48004.35,Rank 3,14,yes
46,f,63429,34251.66,Rank 3,26,no
30,m,91682,57759.66,Rank 1,10,yes
43,m,80286,65031.66,Rank 2,23,yes
35,m,55213,39753.36,Rank 2,15,yes
46,m,127602,84217.32,Rank 3,26,no
40,m,34594,22832.04,Rank 3,20,yes
37,m,70609,37422.77,Rank 2,17,yes
28,f,70221,70221,Rank 3,8,no
37,f,30565,27508.5,Rank 1,17,no
20,m,19349,9674.5,Rank 2,0,no
46,f,149753,79369.09,Rank 1,26,yes
63,m,81650,81650,Rank 2,43,no
29,m,29647,17788.2,Rank 1,9,yes
59,m,40588,28817.48,Rank 3,39,no
45,f,40214,27747.66,Rank 3,25,yes
31,f,74300,64641,Rank 3,11,yes
40,f,59374,37405.62,Rank 3,20,yes
44,f,27860,17830.4,Rank 1,24,yes
35,f,72698,58158.4,Rank 2,15,yes
29,f,68352,56732.16,Rank 2,9,yes
54,f,129797,109029.48,Rank 2,34,no
36,f,77773,59885.21,Rank 3,16,yes
41,f,82789,47189.73,Rank 2,21,yes
31,m,66105,39001.95,Rank 1,11,yes
43,f,53853,31773.27,Rank 3,23,yes
62,f,120651,76010.13,Rank 3,42,no
54,m,119000,85680,Rank 3,34,no
36,f,83181,45749.55,Rank 2,16,yes
61,f,70334,37277.02,Rank 2,41,no
34,f,49659,46182.87,Rank 2,14,no
33,f,25223,23205.16,Rank 3,13,no
63,f,107913,100359.09,Rank 3,43,no
28,m,55216,35338.24,Rank 2,8,yes
52,f,146500,87900,Rank 1,32,yes
36,m,32967,26043.93,Rank 3,16,yes
41,m,25907,13730.71,Rank 3,21,yes
42,m,95186,75196.94,Rank 3,22,yes
33,m,91957,71726.46,Rank 2,13,yes
56,m,55050,27525,Rank 2,36,no
21,f,32153,19613.33,Rank 2,1,no
47,f,135890,103276.4,Rank 3,27,no
24,m,27226,14429.78,Rank 2,4,no
62,m,106075,62584.25,Rank 3,42,no
54,m,72590,42828.1,Rank 3,34,no
57,m,103084,86590.56,Rank 1,37,yes
63,m,42053,32380.81,Rank 1,43,yes
50,f,136680,128479.2,Rank 2,30,no
41,f,55116,50155.56,Rank 2,21,no
39,f,51495,26262.45,Rank 1,19,yes
42,f,35616,33122.88,Rank 3,22,no
25,m,43162,40140.66,Rank 1,5,no
62,m,135873,74730.15,Rank 3,42,no
52,m,50953,50953,Rank 1,32,no
23,f,18670,11575.4,Rank 3,3,no
49,m,96768,81285.12,Rank 1,29,yes
24,m,39120,26992.8,Rank 3,4,no
43,f,33407,29732.23,Rank 1,23,no
44,f,68910,54438.9,Rank 3,24,yes
26,f,80751,71060.88,Rank 2,6,yes
20,f,27397,19999.81,Rank 3,0,no
27,f,27794,25292.54,Rank 3,7,no
38,m,33008,28716.96,Rank 1,18,no
53,m,101813,68214.71,Rank 2,33,no
61,f,40190,28133,Rank 2,41,no
45,f,74088,62974.8,Rank 1,25,yes
45,f,134393,92731.17,Rank 1,25,yes
51,f,131273,118145.7,Rank 2,31,no
61,f,112176,100958.4,Rank 3,41,no
22,f,47151,39135.33,Rank 3,2,no
36,m,82442,65129.18,Rank 1,16,yes
38,m,39048,28895.52,Rank 3,18,yes
57,f,144691,82473.87,Rank 1,37,yes
50,m,102646,68772.82,Rank 3,30,no
48,f,137141,109712.8,Rank 3,28,no
21,f,21482,13963.3,Rank 2,1,no
40,f,54424,43539.2,Rank 1,20,yes
42,f,47336,34555.28,Rank 3,22,yes
22,f,39852,21520.08,Rank 3,2,no
62,f,82027,54137.82,Rank 2,42,no
30,m,52843,33819.52,Rank 1,10,yes
56,m,126753,102669.93,Rank 1,36,yes
56,f,53907,29648.85,Rank 1,36,yes
49,f,97396,65255.32,Rank 3,29,no
39,f,55691,54577.18,Rank 2,19,no
59,f,76253,50326.98,Rank 1,39,yes
29,f,58333,37916.45,Rank 1,9,yes
36,f,71737,55237.49,Rank 3,16,yes
37,f,43814,38118.18,Rank 2,17,yes
58,f,101346,94251.78,Rank 2,38,no
48,f,37469,22481.4,Rank 1,28,yes
22,f,21477,13315.74,Rank 1,2,no
57,f,77739,52862.52,Rank 3,37,no
40,m,44533,44087.67,Rank 3,20,no
32,f,75381,55781.94,Rank 3,12,yes
32,f,54407,38084.9,Rank 1,12,yes
36,f,70379,70379,Rank 3,16,no
47,m,115356,65752.92,Rank 3,27,no
55,m,85959,67907.61,Rank 2,35,no
51,m,117058,70234.8,Rank 2,31,no
31,f,25701,18504.72,Rank 3,11,yes
41,m,70611,64256.01,Rank 3,21,yes
35,f,76354,38940.54,Rank 2,15,yes
46,f,38270,35973.8,Rank 2,26,no
23,m,48456,40703.04,Rank 3,3,no
35,m,39569,27698.3,Rank 3,15,yes
36,f,58493,50888.91,Rank 2,16,yes
26,f,50517,45465.3,Rank 2,6,yes
29,m,61006,37823.72,Rank 3,9,yes
55,m,82850,76222,Rank 2,35,no
44,f,41947,26846.08,Rank 1,24,yes
44,m,46102,34115.48,Rank 2,24,yes
39,m,90407,67805.25,Rank 3,19,yes
36,f,72094,68489.3,Rank 1,16,no
62,m,92761,89978.17,Rank 3,42,no
58,f,148205,87440.95,Rank 3,38,no
51,f,136642,122977.8,Rank 3,31,no
23,m,29052,27599.4,Rank 2,3,no
45,m,94053,56431.8,Rank 2,25,yes
45,m,116307,104676.3,Rank 1,25,yes
23,f,27030,17028.9,Rank 2,3,no
48,f,144416,108312,Rank 3,28,no
60,f,120902,60451,Rank 2,40,no
58,m,48799,33183.32,Rank 2,38,no
50,m,136294,121301.66,Rank 3,30,no
23,m,49536,47059.2,Rank 1,3,no
32,f,26516,25455.36,Rank 3,12,no
30,m,37588,23304.56,Rank 1,10,yes
26,m,43654,38415.52,Rank 3,6,yes
35,m,44232,30077.76,Rank 2,15,yes
33,m,59392,31477.76,Rank 2,13,yes
36,m,61089,39707.85,Rank 3,16,yes
41,f,40079,33265.57,Rank 1,21,yes
38,m,48974,47504.78,Rank 1,18,no
24,m,45968,23443.68,Rank 3,4,no
57,f,97781,96803.19,Rank 3,37,no
50,f,146923,111661.48,Rank 1,30,yes
46,m,146711,95362.15,Rank 3,26,no
30,f,65726,43379.16,Rank 3,10,yes
36,f,85622,51373.2,Rank 2,16,yes
55,f,83764,55284.24,Rank 1,35,yes
26,m,25015,23514.1,Rank 3,6,no
53,m,48710,47735.8,Rank 2,33,no
45,f,119609,90902.84,Rank 1,25,yes
37,m,97846,70449.12,Rank 3,17,yes
42,m,52531,34145.15,Rank 3,22,yes
24,f,17157,16813.86,Rank 1,4,no
37,m,89201,69576.78,Rank 3,17,yes
61,f,61025,55532.75,Rank 2,41,no
48,m,41885,32251.45,Rank 3,28,no
50,m,71240,36332.4,Rank 3,30,no
37,m,80003,64002.4,Rank 1,17,yes
20,f,34472,23785.68,Rank 3,0,no
55,f,47264,41592.32,Rank 2,35,no
29,f,66492,33246,Rank 3,9,yes
54,f,64169,41068.16,Rank 3,34,no
62,f,146754,137948.76,Rank 3,42,no
29,m,61245,45321.3,Rank 2,9,yes
61,f,138824,118000.4,Rank 3,41,no
40,m,38926,35033.4,Rank 1,20,no
39,m,53774,26887,Rank 2,19,yes
65,m,70081,44851.84,Rank 2,45,no
23,f,47869,38295.2,Rank 3,3,no
32,f,86194,85332.06,Rank 1,12,no
21,f,46047,26707.26,Rank 2,1,no
37,f,33516,21115.08,Rank 3,17,yes
50,m,101922,87652.92,Rank 1,30,yes
39,f,64686,47867.64,Rank 3,19,yes
22,f,36416,21121.28,Rank 1,2,yes
48,m,124286,108128.82,Rank 2,28,no
50,f,58495,54400.35,Rank 3,30,no
51,f,148294,121601.08,Rank 3,31,no
21,m,36535,29228,Rank 3,1,no
23,f,26807,13671.57,Rank 2,3,no
25,m,83349,42507.99,Rank 3,5,no
43,f,98677,87822.53,Rank 2,23,yes
44,f,61096,45822,Rank 1,24,yes
60,f,55495,51055.4,Rank 2,40,no
26,m,38769,24036.78,Rank 2,6,yes
47,m,92715,79734.9,Rank 3,27,no
24,f,26725,17638.5,Rank 1,4,no
29,m,28391,25267.99,Rank 2,9,no
21,f,16347,14548.83,Rank 3,1,no
64,f,112851,90280.8,Rank 2,44,no
49,f,146844,117475.2,Rank 2,29,no
44,m,84884,67058.36,Rank 3,24,yes
64,m,58735,32304.25,Rank 3,44,no
32,m,67815,35263.8,Rank 2,12,yes
30,f,82737,75290.67,Rank 2,10,yes
53,m,37855,27255.6,Rank 3,33,no
40,m,91146,50130.3,Rank 3,20,yes
46,m,78325,61093.5,Rank 3,26,no
52,m,82168,69842.8,Rank 3,32,no
47,m,82198,69046.32,Rank 2,27,no
47,m,69699,57850.17,Rank 1,27,yes
26,f,55083,44617.23,Rank 2,6,yes
46,f,50295,37721.25,Rank 3,26,no
29,f,82025,46754.25,Rank 2,9,yes
46,f,46782,32747.4,Rank 2,26,no
44,m,47539,24244.89,Rank 1,24,yes
20,f,42014,26048.68,Rank 3,0,no
48,m,80321,45782.97,Rank 1,28,yes
23,m,44137,37516.45,Rank 1,3,no
23,f,25218,13617.72,Rank 1,3,yes
50,m,134675,98312.75,Rank 1,30,yes
49,f,117974,101457.64,Rank 3,29,no
22,f,39998,39598.02,Rank 2,2,no
21,m,23233,18586.4,Rank 3,1,no
37,f,80002,63201.58,Rank 1,17,yes
63,f,131908,80463.88,Rank 2,43,no
33,f,60241,52409.67,Rank 1,13,yes
33,m,95558,93646.84,Rank 2,13,no
49,m,88364,87480.36,Rank 3,29,no
26,f,33906,33906,Rank 2,6,no
41,m,30505,16472.7,Rank 3,21,yes
21,m,34387,18225.11,Rank 3,1,no
35,m,59172,55621.68,Rank 3,15,no
45,m,58866,39440.22,Rank 1,25,yes
54,m,79009,52145.94,Rank 2,34,no
53,f,102699,80105.22,Rank 1,33,yes
55,f,55640,32827.6,Rank 2,35,no
28,m,95011,75058.69,Rank 2,8,yes
55,f,114875,93048.75,Rank 2,35,no
47,f,122180,69642.6,Rank 2,27,no
23,f,18469,16622.1,Rank 3,3,no
35,m,51293,38469.75,Rank 3,15,yes
21,f,18341,13572.34,Rank 2,1,no
22,m,23993,18714.54,Rank 2,2,no
32,m,54484,51214.96,Rank 1,12,no
55,f,51706,41881.86,Rank 2,35,no
36,m,96843,67790.1,Rank 3,16,yes
61,m,96215,50031.8,Rank 2,41,no
44,f,84241,48859.78,Rank 3,24,yes
33,f,44268,30102.24,Rank 1,13,yes
60,f,144351,111150.27,Rank 1,40,yes
51,m,70610,38129.4,Rank 1,31,yes
33,f,25640,13076.4,Rank 1,13,yes
40,f,65686,65686,Rank 1,20,no
61,f,139866,127278.06,Rank 3,41,no
57,f,61745,37047,Rank 3,37,no
23,m,29803,15199.53,Rank 1,3,yes
35,f,28423,18759.18,Rank 3,15,yes
33,f,72011,37445.72,Rank 2,13,yes
33,f,50407,35788.97,Rank 2,13,yes
47,f,135944,67972,Rank 1,27,yes
34,m,58112,36610.56,Rank 3,14,yes
36,m,43438,29972.22,Rank 1,16,yes
38,m,26539,16454.18,Rank 2,18,yes
54,f,45810,31608.9,Rank 3,34,no
46,m,137362,112636.84,Rank 1,26,yes
53,f,43436,33445.72,Rank 1,33,yes
63,m,69555,47297.4,Rank 2,43,no
32,f,42985,27510.4,Rank 2,12,yes
45,f,66839,44782.13,Rank 3,25,yes
56,f,73594,39740.76,Rank 3,36,no
25,m,81891,58961.52,Rank 2,5,no
24,m,26098,14875.86,Rank 1,4,yes
33,f,74684,53772.48,Rank 2,13,yes
24,f,28703,22388.34,Rank 3,4,no
32,m,53880,43104,Rank 3,12,yes
64,f,58981,44235.75,Rank 1,44,yes
45,m,78174,50031.36,Rank 3,25,yes
48,f,86858,72960.72,Rank 3,28,no
34,f,28001,21840.78,Rank 3,14,yes
61,f,141777,126181.53,Rank 3,41,no
49,m,81446,73301.4,Rank 3,29,no
56,f,36036,21621.6,Rank 1,36,yes
45,m,80378,55460.82,Rank 3,25,yes
36,m,72652,69019.4,Rank 2,16,no
22,f,36775,19858.5,Rank 1,2,yes
30,m,67424,52590.72,Rank 1,10,yes
44,f,61611,43743.81,Rank 2,24,yes
20,f,23566,18145.82,Rank 1,0,no
39,f,38729,37567.13,Rank 1,19,no
56,m,95316,54330.12,Rank 2,36,no
29,m,74363,49823.21,Rank 3,9,yes
34,m,90880,60889.6,Rank 2,14,yes
41,f,55460,31057.6,Rank 3,21,yes
38,f,84120,55519.2,Rank 2,18,yes
57,m,118607,64047.78,Rank 3,37,no
40,m,38976,22995.84,Rank 3,20,yes
20,f,44001,29040.66,Rank 3,0,no
45,f,129667,86876.89,Rank 3,25,yes
25,m,83044,72248.28,Rank 3,5,no
21,f,42354,42354,Rank 3,1,no
47,f,66055,63412.8,Rank 3,27,no
38,f,92107,58948.48,Rank 3,18,yes
22,m,37432,21336.24,Rank 3,2,no
64,m,80112,70498.56,Rank 1,44,yes
30,m,49293,46828.35,Rank 2,10,no
47,f,138565,112237.65,Rank 3,27,no
54,f,132310,117755.9,Rank 3,34,no
62,f,114853,106813.29,Rank 2,42,no
32,f,85497,43603.47,Rank 3,12,yes
33,m,99664,53818.56,Rank 2,13,yes
42,m,75713,69655.96,Rank 2,22,yes
20,f,37385,22804.85,Rank 3,0,no
38,f,34217,17450.67,Rank 3,18,yes
60,m,51806,27457.18,Rank 2,40,no
57,m,60444,47146.32,Rank 3,37,no
24,m,25623,14348.88,Rank 3,4,no
29,m,68382,66330.54,Rank 3,9,no
46,m,76685,44477.3,Rank 3,26,no
44,m,32223,21589.41,Rank 3,24,yes
39,m,44908,38620.88,Rank 1,19,yes
27,m,74838,56876.88,Rank 2,7,yes
40,f,67996,42157.52,Rank 1,20,yes
36,f,28573,16572.34,Rank 1,16,yes
60,m,40196,26931.32,Rank 3,40,no
40,m,90351,49693.05,Rank 3,20,yes
34,f,95337,53388.72,Rank 1,14,yes
45,f,77796,73128.24,Rank 3,25,no
33,m,44401,23976.54,Rank 2,13,yes
33,m,87913,58901.71,Rank 1,13,yes
34,f,39075,21100.5,Rank 3,14,yes
